action,id,title,countries,source,source_url,lifecycle,reason,scope_quote,source_hash
exclude_scope,sig_862cd16409ef2bf03de2,Building automation,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/e9a19bc9-3a42-4646-8975-19c4fe9dc2b1,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","'- 5 ASPs for ventilation, heating/cooling and room automation - 1789 BACnet objects - 17930 metres of cabling incl.",2b3fa9538fa814a58766dc11518e5013f1c95ca7a2c49ea41e391e49148988b9
exclude_scope,sig_9c0b02e618c32dcd6639,Building automation,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/fa4d0b36-1c16-4e64-b3c8-ddf91e3a7457,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","The construction site is located in the Berlin district of Friedrichshain-Kreuzberg, at the end of the dead end Trebbiner Str.",2097a2761f35b147d90bd3efcefc833a430a17463e3dcff68f9ecc009510c357
exclude_scope,sig_a576dd18eaa9a070c397,Building automation,DE,ted,https://ted.europa.eu/en/notice/-/detail/595886-2026,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","Der Landkreis Nienburg/Weser plans the new construction of a fire brigade technical centre (FTZ) in the commercial area of the town of Lemke, municipality of Marklohe.",b900534be90964f8c8adb5e52a214aa53e22b415e3e64fb684f6192ed881d023
exclude_scope,sig_fd6ccd8d2acc27c76269,Building automation - New build town house 4 - Bauwerke Münster GmbH,DE,ted,https://ted.europa.eu/en/notice/-/detail/587127-2026,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.",An administrative building with a total of 7 full storeys is being equipped with measurement and control technology.,d9b1a205869b5957c5582ad5ea2fe86a5d9417cdf630d09824768b7b8bd4651f
exclude_scope,sig_1e0868a494c2672873cf,Building automation 70-00212-3900-35 - PR1287096-3900-B,DE,ted,https://ted.europa.eu/en/notice/-/detail/599190-2026,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","Building automation 70-00212-3900-35 ""* Dates for carrying out the main service on the construction site: start of service 01.02.2027;",6e0ee28831d061430dc2c5e56e4f3f6fb45fd32a68f193756ab3380f173a70f0
exclude_scope,sig_0093160861fd98769396,CEFAS26-109 RFQ for Sediment Coring Survey Services aboard RV Cefas Endeavour,GB,find_tender,https://www.find-tender.service.gov.uk/Notice/084323-2026,OPEN,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope.",The Supplier is required to achieve sediment cores each with a target penetration of up to 3 m from pre-planned stations for the delivery of our environmental sampling programme.,f5fe832aeb8239db5be5330e3a7afc711f09a21e21834b9d3c260f05cf0a834d
exclude_scope,sig_3754a89150ea9d72c4fb,Campbeltown Active Travel Route: Developed & Technical Design,GB,scotland,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=DEC545791,FUTURE,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.",Campbeltown Active Travel Route: Developed & Technical Design,327573d90898fb1e589ffa05a3af30cdff3dbbb65fe3caf1adc83b6f0cde490a
exclude_scope,sig_088208c285a19bb57d7b,Carrying out a feasibility study for the realisation of a green waste composting plant,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/25782800,OPEN,"Physical science, ecological or plant feasibility work without a separately stated business-application, Salesforce or AI delivery scope.",Carrying out a feasibility study for the realisation of a green waste composting plant Lot LOT-0000: Carrying out a feasibility study for the realisation of a green waste composting plant.,282ea1c4343fb3bf8549daa0e0cf00b183f3b3bf6d47b2cef85f2ab445863b49
exclude_scope,sig_e587ac5d38c97a78fcfe,Citrix licences including software maintenance,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/25782816,OPEN,"Resale or renewal of unrelated product licences without a separately stated business-application, Salesforce or AI delivery scope.",Citrix-Lizenzen einschließlich Software Maintenance Lot LOT-0000: Citrix-Lizenzen einschließlich Software Maintenance.,cd3bc0852e3f68f04075920c9cae0831663a11c60bc8938fc8eedad33236329c
exclude_scope,sig_b958b4ac5ca772f5ee3b,Claude D. Pepper Older Americans Independence Centers,US,grants,https://www.grants.gov/search-results-detail/362098,FUTURE,"Named medical research centre (Claude D. Pepper), not the Claude AI product; no independently supported capability.",,fa39af870cfb11864c2779258ed4cc3be2c5c23aa3bf9e51976fde8e8f312573
exclude_scope,sig_5be5f51171aacbfd896a,Comprehensive maintenance of SAP licences of the Provincial Council of Barcelona,ES,ted,https://ted.europa.eu/en/notice/-/detail/586811-2026,OPEN,"Resale or renewal of unrelated product licences without a separately stated business-application, Salesforce or AI delivery scope.",Mantenimiento integral de las licencias SAP de la Diputació de Barcelona,b1d557258a72b2132d094e2dd80f6402946127368f7e7d1adc43f6dafa1d638a
exclude_scope,sig_34416312651f53f852a7,"Comprehensive maintenance service for the air conditioning and ventilation systems of LMT, LPS and CrM facilities of FGC (Ref. PO108/26)",ES,ted,https://ted.europa.eu/en/notice/-/detail/604952-2026,OPEN,"Maintenance of physical equipment without a separately stated business-application, Salesforce or AI delivery scope.","Comprehensive maintenance service for the air conditioning and ventilation systems of LMT, LPS and CrM facilities of FGC (Ref.",385ff3242796088926b8ad597fb53d703bc9edf8319e1c31410b6ffa024285e9
exclude_scope,sig_4d6289655769a44b06b9,Crown Estate Scotland - Tenant Survey,GB,scotland,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAR550714,FUTURE,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope.",Crown Estate Scotland (CES) is seeking a contractor to lead the survey and reporting of our tenant groups on the Scottish Crown Estate.,b339950a9b3e453c71a04540972bf9b10007f45e31a9fcc280a9363f87becd53
exclude_scope,sig_305ad44dc72364917c2d,Developing Human-Wildlife Conflict and Coexistence Guidelines for the UK,GB,find_tender,https://www.find-tender.service.gov.uk/Notice/084474-2026,OPEN,"Physical science, ecological or plant feasibility work without a separately stated business-application, Salesforce or AI delivery scope.","To develop and carry out research that examines the suitability and applicability of IUCN guidance for managing human-wildlife conflict and promoting coexistence in the UK, informed by the experiences, perspectives and needs of key stakeholders.",ac88a92d3b7e0e87cf7db3dae830d927bc9672f9f32e553549f29e5cb0cdbaec
exclude_scope,sig_e65edc5941045454fc6d,Digitale Modernisierung BS Dülmen,DE,ted,https://ted.europa.eu/en/notice/-/detail/840460-2025,FUTURE,"Supply and installation of physical IT infrastructure without a separately stated business-application, Salesforce or AI delivery scope.","Lieferung von Gegenständen zur Einrichtung einer digitalen Infrastruktur: NW-Server, WLAN-Zugangspunkte, Ein- und Ausgabegeräte, Software Die erwartete Leistung umfasst Lieferung, Transport bis zur Verwendungsstelle, Montage, Einbau, Inbetriebnahme, Funktionsprüfung und Übergabe aller Gegenstände aus dem Leistungsumfang.;",374a16a3bd8a05c1bb2951072f1839ae78ade49978442f18ce52526f9e4b9bef
exclude_scope,sig_7f0e112fca07e972d551,Dynamic purchasing system for the procurement of security guard services for Oslo municipality,NO,ted,https://ted.europa.eu/en/notice/-/detail/719298-2025,OPEN,"Human service delivery or physical records storage without a separately stated business-application, Salesforce or AI delivery scope.","Oslo municipality, c/o the Agency for Improvement and Development, the Department for Procurement Services (hereafter called the Contracting Authority), invites tenderers to a restricted tender contest for a dynamic purchasing system (DPS) for the procurement of security guard services for Oslo municipality's entities.",60bbce32d2504745cbe439bcbff2d02daf38bb27c33342fc592216f75572de50
exclude_scope,sig_3bf58af309ef4560a9f9,"Education Campus Naumburg, Schönburger Straße, 06618 Naumburg, Lot 4-09 Building Automation",DE,germany,https://oeffentlichevergabe.de/ui/de/notices/38c19032-e327-4ae0-b618-31b349376b36,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","The Burgenlandkreis acting as the client intends to construct a new school campus on the ""Stadtquartier Schönburger Straße"" site, consisting of a school building and a 3-field sports hall.",372d167a920a658fda7f717a7fd54549102338c4371d58c5ba47a2d7dca9d704
exclude_scope,sig_52f1d358a2b23a5a2733,Employee survey at NRW.BANK,DE,ted,https://ted.europa.eu/en/notice/-/detail/711114-2025,OPEN,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope.","The scope of the contract includes the preparation, execution and follow-up of an annual staff survey.",d8379e5af77eff8bef070b57f6a6a3b30469cd09777138a06e9848a1d2b88afa
exclude_scope,sig_0e9db4ba797a8e8c4ad0,"Exchange of experience on deterrent measures (lot 1) and planning of coordinated deterrent culls (lot 2) for the Interreg project ""Fish species conservation and cormorant management on Lake Constance""",DE,germany,https://oeffentlichevergabe.de/ui/de/notices/a471cf43-cb00-4e0a-b795-f30b6494e1a1,OPEN,"Physical science, ecological or plant feasibility work without a separately stated business-application, Salesforce or AI delivery scope.","Brief summary of the Interreg project ""Fish species conservation and cormorant management on Lake Constance"": Through international measures coordinated with all riparian states of Lake Constance, the protection of endangered fish species in the Lake Constance region is to be decisively advanced.",ff07d30e5d00fea40ee3a68ca18362580b01e3b7d615a4df3473215d16f57a68
exclude_scope,sig_f55b1bec603b59bf795f,Extension of Acrobat Pro 2024 Online Feature Restricted,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/e69b09fd-3e4d-4d02-8098-3bb71b1d43d6,OPEN,"Resale or renewal of unrelated product licences without a separately stated business-application, Salesforce or AI delivery scope.",Verlängerung von Acrobat Pro 2024 Online Feature Restricted,da6e837b692f47a63e74a5459bcf1709091e1eb6c17993f9a4eb187b7b8e9052
exclude_scope,sig_4719c54000bd2abec10e,Extension of VMware Cloud Foundation for 3 years and VxRail ProSupport Plus for 1 year,DE,ted,https://ted.europa.eu/en/notice/-/detail/632552-2026,OPEN,"Resale or renewal of unrelated product licences without a separately stated business-application, Salesforce or AI delivery scope.",Im Jahr 2023 wurden hierfür die entsprechenden VMware-Lizenzen sowie die zugehörige Dell VxRail P675F Hardware beschafft.,62dd84df8e9547a9670d1e09398f1ca534aa10cfb0f11ec7695c798ea358ce50
exclude_scope,sig_3e0323e54562ab7da867,Financial audits of the commercial accounting of the Museum für Naturkunde Leibniz Institute for Evolution and Biodiversity Science,DE,ted,https://ted.europa.eu/en/notice/-/detail/632441-2026,OPEN,"Financial audit or insurance services without a separately stated business-application, Salesforce or AI delivery scope.",Tendered are the annual financial audits for commercial accounting for the museum as a whole.,d4165f5266976e33c2b60a66f834c36d657ea9d0069cc1f23590f4e95f37ddbd
exclude_scope,sig_5b7bc532c029e6c20b9d,"Fire Alarm Design, Installation, and Associated Project Management Services DPS",GB,scotland,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000835892,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","The Scottish Government is looking to establish a Dynamic Purchasing System (DPS) for Fire Alarm Design, Installation & Associated Project Management Services.",33f17062d7c958daf52adac92a0de1bed636b1738375ff7e1a2ffbaa24f0d7b6
exclude_scope,sig_8e290b768eba028cecad,Formal service of process orders at Coburg District Court,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/9578d29d-bfc1-4c2f-8c95-d83fee0250f3,OPEN,"Human service delivery or physical records storage without a separately stated business-application, Salesforce or AI delivery scope.",Execution of formal service of process orders pursuant to sections 166 et seq.,04859b8442152e360e9e3dc7dfee4ee4d7b86a6170dc72fa3c925f4662ac66ad
exclude_scope,sig_1180b41aec2f7cef0c85,Framework Agreement for the Provision of Marketing and Communications Services,GB,find_tender,https://www.find-tender.service.gov.uk/Notice/085806-2026,EARLY_ENGAGEMENT,"Creative, advertising or public relations services without a separately stated business-application, Salesforce or AI delivery scope.",Strategic Brand Services 2.,3f9676380d640fc52a25d04c05cf115a33e2cc728e1a589a3f98814d54ee252f
exclude_scope,sig_33344b6bf55e6490101d,"Framework agreement for building automation in Fredrikstad municipality, new",NO,ted,https://ted.europa.eu/en/notice/-/detail/604029-2026,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.",The contracting authority hereby invites tenderers to a competition for a framework agreement for the procurement of building automation system services for Fredrikstad municipality.,88864a1b573255cd6d0a76f1b75eee914ac509dd6a683aa4978bb82e666ece07
exclude_scope,sig_ecfae0ef0dfbea020414,Framework agreement for market research services,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/e5be75bc-c344-48f1-9ed4-7b0296a96802,OPEN,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope.","Description of services: Surveys and data collection, such as tenant and customer satisfaction surveys, customer feedback surveys, employee surveys, automated surveys for process optimisation, image surveys, quarter and neighbourhood surveys, mystery shopping and much more.",42767209a4db5ed8c9bc633473960ff76b1933d25c87ea0793d75945564e0e3a
exclude_scope,sig_08acf126ae5c4a98cd0a,Framework agreement for property valuation services,SE,ted,https://ted.europa.eu/en/notice/-/detail/587132-2026,OPEN,"Property appraisal services without a separately stated business-application, Salesforce or AI delivery scope.",The framework agreement covers the valuation of properties and rights of use as well as associated analyses and investigations.,695478e5503fd0bab6f22a2904886c709bfc9a08c53b65f3cd1958f2fd3c872b
exclude_scope,sig_4db29875569c0935b20a,Framework agreement for quantitative and qualitative market research studies,DE,ted,https://ted.europa.eu/en/notice/-/detail/629232-2026,OPEN,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope.",Various groups of people are surveyed on various topics using a range of qualitative and quantitative market research methods.,430cd55055daca11a8b7cb7e9c94b591ad879215746008ab7eeb0a3b1318da91
exclude_scope,sig_2251c386b510f91bbb15,Framework agreement for the inspection and maintenance of electrical installations and ventilation installations.,NO,ted,https://ted.europa.eu/en/notice/-/detail/614079-2026,OPEN,"Maintenance of physical equipment without a separately stated business-application, Salesforce or AI delivery scope.","The procurement is for a framework agreement for services connected to electrical control, thermographing and service/maintenance of ventilation systems at RfD ́s recycling stations and loading station.",65c4482ca75f4cf6e855552b3df2d10ad440dddd1aa75bc658949ae43b310b35
exclude_scope,sig_c27470b8e74a188008c3,Framework agreement for the inspection and maintenance of electrical installations and ventilation installations.,NO,ted,https://ted.europa.eu/en/notice/-/detail/610946-2026,OPEN,"Maintenance of physical equipment without a separately stated business-application, Salesforce or AI delivery scope.","The procurement is for a framework agreement for services connected to electrical control, thermographing and service/maintenance of ventilation systems at RfD ́s recycling stations and loading station.",9d67c81dcd7eacea4d5a9de7b3d180eaa733a2355a72d71db9f72a8f301cbc98
exclude_scope,sig_4b132f840f7d9c9b5f96,Framework agreement with a commercial partner for the procurement of Adobe Creative Cloud licenses,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/8a4b0a3e-0a4a-4afc-ad3f-4661bdddaac4,OPEN,"Resale or renewal of unrelated product licences without a separately stated business-application, Salesforce or AI delivery scope.",Gegenstand und Ziel ist eine Rahmenvereinbarung mit einem Handelspartner über den Bezug von Lizenzen für Softwareprodukte und sonstige damit zusammenhängende Leistungen der Firma Adobe nach dem Lizenzierungsprogramm Value Incentive Plan Marketplace (VIP MP).,fa26561821de92c4aad133b9f07593ef02c27f270e4f153cd7f8ca2c78d65dad
exclude_scope,sig_2b161223951f4b976f55,"Framework agreement, Communication and Marketing Services.",NO,ted,https://ted.europa.eu/en/notice/-/detail/611418-2026,OPEN,"Creative, advertising or public relations services without a separately stated business-application, Salesforce or AI delivery scope.","Framework agreement, Communication and Marketing Services.",fdd24733c1db0884fd257b4560ad1739cc25b9b4ed091e2c8b776eac1f167aa1
exclude_scope,sig_8a6e5299ce6759add406,HO/N006 - Tenant Survey Services,GB,scotland,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=JAN546704,FUTURE,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope.",Tenant Survey Sevices Lot 1: .,0da4fa77c9503e404bd0a5500d282281008ebb917bf8eb04665ab228f04febb5
exclude_scope,sig_2be985e7f7e8ddfd071a,Hardware acquisition for Italian Air Force requirements,IT,ted,https://ted.europa.eu/en/notice/-/detail/863786-2025,FUTURE,"Physical computing, network or measurement equipment without a separately stated business-application, Salesforce or AI delivery scope.",Acquisizione del seguente hardware: - Nr.,c38319b662330106f9d7a81c679bc048f644b3d65d1d04df6af405d7a75ca011
exclude_scope,sig_2a99572d8184d7861144,Hardware framework agreement 2026,DE,ted,https://ted.europa.eu/en/notice/-/detail/635772-2026,OPEN,"Physical computing, network or measurement equipment without a separately stated business-application, Salesforce or AI delivery scope.",Abschluss einer Hardware-Rahmenvereinbarung in vier Losen.,8972e5fb62f9a39307b4f5f668ae374d65cdc6a93941530318979f6f5fb1c158
exclude_scope,sig_48e21cf80da10e4ebe34,"Helensburgh, Cardross, Dumbarton Cyclepath Active Travel Route - Phase 3: Developed & Technical Design",GB,scotland,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=SEP563616,FUTURE,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","Helensburgh, Cardross, Dumbarton Cyclepath Active Travel Route - Phase 3: Developed & Technical Design",34c8b9589f6c371e1fa7da3a5445ccd9e591bbc7711918480e34ae780782b5f3
exclude_scope,sig_4c818cbdb41f4fa3d2d5,"Helensburgh, Cardross, Dumbarton Cyclepath Active Travel Route - Phase 3: Developed & Technical Design",GB,scotland,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000842271,OPEN,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","Argyll & Bute Council wish to appoint an appropriately qualified and experienced design team to develop Phase 3 of the Helensburgh, Cardross and Dumbarton Cyclepath project from the current concept design through Developed (RIBA Stage 3) and Technical (RIBA Stage 4) Design, and to be Principal Designer during construction (RIBA Stage 5).",d1ecc48e70d5bf946dc6880d5b6cb3def8a596f465091c750a3c344148bfae7f
exclude_scope,sig_7fb2bf2bcc3a27e3002b,"Helensburgh, Cardross, Dumbarton Cyclepath Active Travel Route - Phase 3: Developed & Technical Design",GB,scotland,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=DEC545796,FUTURE,"Construction, building control or physical maintenance without a separately stated business-application, Salesforce or AI delivery scope.","Helensburgh, Cardross, Dumbarton Cyclepath Active Travel Route - Phase 3: Developed & Technical Design",f1768ad6091fb1bd1ac7edf8383b090d616ed98880bc2a4f5d24a33336eda6f1
exclude_scope,sig_0673e2e7bc39757043f6,Hospital Discharge Coding Service for the Toledo University Hospital Complex,ES,ted,https://ted.europa.eu/en/notice/-/detail/601962-2026,OPEN,"Human service delivery or physical records storage without a separately stated business-application, Salesforce or AI delivery scope.","To regulate, define and establish the conditions of the provision and resources that shall govern the contracting of the clinical-care episode coding service in order to have the information in hospital management necessary for its inclusion in the Specialised Care Register of Castilla-La Mancha",c9e35debc5c463a3fb888f6e50f23da6d64aba3af10c7297b0f98f50f72e3fa6
exclude_scope,sig_fc5065720da9840ff363,ITT - Stakeholder Research - UID 310,GB,find_tender,https://www.find-tender.service.gov.uk/Notice/085728-2026,OPEN,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope.","Historic England is commissioning this research to gain strategic insights into how it can deliver its mission, and maximise impact for heritage/communities, as well as expanding our understanding of stakeholder awareness of the organisation, sentiment towards it, and views on our Strategic Priorities as we deliver our Strategic Plan 2026-2031.",a64040f372bbd0a94a544212026f335f0797065cc4fe840804c7892a2ae81b82
exclude_scope,sig_11ba069c53ca66f01459,Internal Audit Services - Adra and Grwp Cynefin,GB,find_tender,https://www.find-tender.service.gov.uk/Notice/086993-2026,FUTURE,"Financial audit or insurance services without a separately stated business-application, Salesforce or AI delivery scope.","We are currently exploring our options for the future provision of our internal audit services, including whether a joint procurement approach would be beneficial.",36f4d3be61af8fc0fc965d1314efb3ff54dc64ce71c3e1d632fdb55f2f7105e9
exclude_scope,sig_0678b15178e0407506b8,LK MOL: AI server,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/25783310,OPEN,"Physical computing, network or measurement equipment without a separately stated business-application, Salesforce or AI delivery scope.",LK MOL: KI-Server Lot LOT-0000: LK MOL: KI-Server.,93352a00938ce8c391cd826aeed744939687b94913eb48a854e8ed4407ee504f
exclude_scope,sig_53e479166b6a6f927feb,Landkreis Rosenheim - Award of printers,DE,ted,https://ted.europa.eu/en/notice/-/detail/635219-2026,OPEN,"Physical computing, network or measurement equipment without a separately stated business-application, Salesforce or AI delivery scope.",Die Ausschreibung beinhaltet die Überlassung von Hardware sowie Service- und Verbrauchsmaterial und Software sowie diesbezügliche Systemserviceleistungen.,7daad16c6e55b58b5f7919d6aa5bb94a112e8db2d6d5a7c76bdb682ff5e30563
exclude_scope,sig_d8d4754996bb6c920d68,Licenses for SAP Business by Design,DE,germany,https://oeffentlichevergabe.de/ui/de/notices/01a0862b-c37a-414f-abb4-76f25f77f67e,OPEN,"Resale or renewal of unrelated product licences without a separately stated business-application, Salesforce or AI delivery scope.",Lizenzen für SAP Business by Design Lot LOT-0001: Cloud Services SAP Business ByDesign.,b3ed9d220252fdb08fe812f729cedca5d75010398a1f81993586c06c055d0e0f
exclude_scope,sig_22c0da5306811d90f000,Lineside Tree Surveys - Eastern,GB,find_tender,https://www.find-tender.service.gov.uk/Notice/086983-2026,OPEN,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope.","The framework will deliver on-foot lineside tree surveys across the Eastern Region routes to identify and mitigate the risks associated with dead, diseased, and dying trees.",954cecb8035b05e36bea4675bab35eebf527e058220d0192accc0ef2aed58b55
exclude_scope,sig_2b5cb453beae10ebdd09,Liverpool City Region Visitor Economy Creative Agency Engagement Expression of Interest,GB,find_tender,https://www.find-tender.service.gov.uk/Notice/056674-2025,FUTURE,"Creative, advertising or public relations services without a separately stated business-application, Salesforce or AI delivery scope.","We are looking to partner with a creative agency to develop the strategy and deliver a suite of creative assets, including strapline and copy for web page and social media posts.",96e456bdcffe759c752001bf870f73912fccd9c257443acf77017946ba7b621f
exclude_scope,sig_721640b036162c17fbaa,MBT Crane Condition Survey,GB,scotland,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=NOV543801,FUTURE,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope.",Dumfries & Galloway Council are seeking a suitably qualified and experienced organisation ideally with an engineering background to undertake a comprehensive crane condition / reliability survey.,8924a269299129fbaa21714e5f646ac386d040152fe17c7d3684410853be28ea
