change,id,source,title,lifecycle,published_before,source_url,exclusion_reason
removed_candidates,sig_35b619acb839c2890fe1,spain,"Deratisation, disinfestation and disinfection service for the buildings of the Provincial Council of Córdoba",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=9%2F2B0jY7XLN4zIRvjBVCSw%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_36eb2a7623601785f24b,spain,"Adquisición de once mesas para la sala de juntas de la Consejería de Economía, Empleo y Transformación Digital",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=8Wy51n7uYb%2Fi0Kd8%2Brcp6w%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_3a62cd22502b3fb1978b,ted,REQUEST FOR INFORMATION / Procurement of procurement expert and legal services 2026,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/121223-2026,"Legal representation or insurance services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_3c1d6ec13f505a01ef56,ted,"ENM. Maintenance, incidental works and docking of the training sailing vessel AXS ""AROSA""",OPEN,True,https://ted.europa.eu/en/notice/-/detail/600171-2026,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_3ee1b2e5638e4e5fb9fa,germany,VMD 4. Construction Section Lot 07 Roofing and Insulation,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25798904,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_3f238306608f5237958a,spain,Servicio de pirotecnia de las Fiestas Patronales de Nuestra Señora Virgen de Belén de Palma del Río (Córdoba),CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=ZmsZIouiBSoeIBJRHQiPkQ%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_45f03c4cc93a9d5c1037,germany,VMD 4. Construction Section Lot 07 Roofing and Insulation,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25808320,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_466e43f1734ef572b70b,spain,Suministro de material eléctrico para labores de mantenimiento de las instalaciones municipales.,CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=uKyEL%2BowPqX%2B3JAijKO%2Bkg%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_4d4fdfdd0d82851f7c33,find_tender,Server Infrastructure Upgrade & Maintenance,OPEN,True,https://www.find-tender.service.gov.uk/Notice/086338-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_4ec00cc756b91fcbaee3,ted,"Service for the extraction, genotyping, DNA analysis, registration and storage of canine samples in San Fernando de Henares",OPEN,True,https://ted.europa.eu/en/notice/-/detail/636888-2026,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_5406453d5e3ac9e2fa53,contracts_finder,FSF Dynamic Purchasing System 2 For the Provision of Work Focused Activities,OPEN,True,https://www.contractsfinder.service.gov.uk/Notice/fa247674-4cb9-430a-b65c-615f2953b6ab,"Human employment support or coaching services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_541668f8eb203fb65780,spain,Servicio de mantenimiento de las instalaciones técnicas de la Oficina Informática Presupuestaria con destino a la Intervención General de la Administración del Estado.,CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=NdZa8hxjGRX10HRJw8TEnQ%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_541f096021d96809b78b,spain,Acuerdo Marco de suministro e instalación de elementos de red para mantenimiento y mejora de la red informática de comunicaciones en la Universidad de Granada,CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=VfVUsbnhymkwYTJJ03sHog%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_5500d9a153abc5bfe50d,germany,City of Cottbus Ex-Ante 189-2026 - New construction of a trampoline hall in the Cottbus sports centre - Supply and configuration of LoRaWAN gateways,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25778370,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_5b19f19b5249e730a5d2,ted,New construction of Water Works South Lot 5,OPEN,True,https://ted.europa.eu/en/notice/-/detail/612635-2026,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_5c13fce30c7f2b31ca8d,germany,Results report including qualitative survey with young consumers,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25794572,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_5cb8fc7d114635537610,ted,Establishment of a dynamic purchasing system for agricultural consultancy in the Dominican Republic,OPEN,True,https://ted.europa.eu/en/notice/-/detail/705194-2025,"Specialist advice on physical assets, radiation safety or agricultural production without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_5da5dc101bace46a79d1,spain,Estanterías Para Almacenes De Informática,AWARDED,False,https://contrataciondelestado.es/wps/poc?idEvl=kuMrhHdihCrLIx6q1oPaMg%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_5f078784877bcf854403,spain,"Suministro e instalación del alumbrado ornamental de las ferias, de las fiestas patronales y de la navidad en el municipio de Palma del Río (Córdoba), para el año 2026",AWARDED,False,https://contrataciondelestado.es/wps/poc?idEvl=aeoRztDZw8BSYrkJkLlFdw%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_6077babaabbd183be92f,find_tender,Pump Optimisation and Aeration Efficiency Analysis,OPEN,True,https://www.find-tender.service.gov.uk/Notice/088891-2026,"Physical plant efficiency testing or wastewater sampling without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_61a3ad8d15a347041eef,find_tender,PR Agency Services,OPEN,True,https://www.find-tender.service.gov.uk/Notice/088465-2026,"Creative, advertising or public relations services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_69831fbd4b3bd772e7e0,germany,VMD 4. Construction phase (BA) Lot 05 Painting stairwell and apartments,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25798900,
removed_candidates,sig_69894b2dd3adc9dc6e0f,ted,Property technical consultancy services - Dynamic Purchasing System (DPS),OPEN,True,https://ted.europa.eu/en/notice/-/detail/173810-2026,"Specialist advice on physical assets, radiation safety or agricultural production without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_6a6a473ddd847ca21405,spain,"Contratación del Servicio de representación artística (Gestión, coordinación y producción) de los conciertos de los artistas José Mercé y Sergio González, que se celebrarán en el marco del Festival de Flamenco, en el espacio denominado La Alcazaba de Palma del Río el día 25 de septiembre de 2026.",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=SoO9phwmBN6FQ%2FlhRK79lA%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_6b40aaf9d6703f049b5f,germany,"Digital business trip within the framework of the Energy Export Initiative of the BMWE 2027, 2. Tranche",OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/5a890823-48dc-4e5d-9b1d-1646ed88e3bb,"Business promotion or partnership development consultancy without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_70394c4554a384db1c4f,spain,"Obras de reforma de la Oficina de Atención Ciudadana del IBAVI sita en C/ Manuel Azaña, 9, de Palma",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=ztPh5sfjR8fi0Kd8%2Brcp6w%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_745f1100740cb48fbf91,ted,Procurement of population survey service,OPEN,True,https://ted.europa.eu/en/notice/-/detail/597148-2026,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_76c9988946ca154b048a,contracts_finder,BHCC DH Legal Services Online Resources Subscription,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/2b4d16bb-0a47-49d8-bc74-8466cf3fe2f9,"Legal representation or insurance services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_777706b7a9a18ca835e5,germany,Hardware for hybrid video conferences,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/b620a611-d587-4da1-90a3-11779974625e,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_79e86fe2ce555b3f4a50,ted,"Supply, subscription and access to foreign periodicals, both printed and electronic, as well as journal packages (some with OA publication included), databases and electronic books for the Library and Documentation Service of the University of Valencia",OPEN,True,https://ted.europa.eu/en/notice/-/detail/611167-2026,"Access to published books or journals rather than delivery of a digital system without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_84c7ed19062ff47384a8,ted,VOIS - Books and media for the library - Invitation to market dialogue,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/598718-2025,"Access to published books or journals rather than delivery of a digital system without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_84cca5044d9f57645523,ted,Consultancy services strategic property development - framework agreement,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/636587-2026,"Property appraisal services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_85a33b5b03fbd2cca82d,ted,Servicio de mantenimiento integral de los edificios e instalaciones de la Universidad de Cantabria.,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/605014-2026,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_870ee4579241b029b0fe,ted,Post-construction Monitoring of Birds & Bats,OPEN,True,https://ted.europa.eu/en/notice/-/detail/638780-2026,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_87ba2aa4f005f523a2a5,spain,Servicio de mantenimiento de los equipos de aire acondicionado dependientes del Ayuntamiento de Mairena del Aljarafe.,CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=G7jWY20FV%2BX5Rey58Yagpg%3D%3D&uri=deeplink%3Adetalle_licitacion,"Non-technology service delivery without a stated software, AI or systems scope."
removed_candidates,sig_8aef84b101a52897c5cc,spain,"Material de oficina y papelería, consumibles de informática y papel de 80 gramos en formato A4 y A3, con los que posibilitar el óptimo funcionamiento de las distintas delegaciones, dependencias y unidades administrativas del Excelentísimo Ayuntamiento de Alcalá de los Gazules.",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=JQs1oX7zXYuzz8fXU2i3eQ%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_8bd5afa11e3e7b118491,ted,Procurement of a handheld analysis instrument with Raman and FTIR,OPEN,True,https://ted.europa.eu/en/notice/-/detail/630559-2026,"Specialist physical equipment or consumables without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_8bf6d99dbfe12443ba81,digital_outcomes,"TEST - RM1043.9-2-Foreign, Commonwealth and Development Office",OPEN,True,https://redirect.contractawardservice.gca.gov.uk/digital-outcomes/opportunities/opportunity-details/project/78933,The source explicitly marks the notice and multiple procurement fields as test placeholders.
removed_candidates,sig_8edb4ce4033c2a91d8a6,ted,Procedura aperta ai sensi dell’art. 71 del D. Lgs. 36/2023 volta alla conclusione di un Accordo Quadro con un unico operatore economico ai sensi dell’art. 59 co. 3 del D. Lgs. 36/2023 per la fornitura di una piattaforma informatica per l’erogazione di servizi di welfare aziendale,AWARDED,False,https://ted.europa.eu/en/notice/-/detail/605774-2026,
removed_candidates,sig_90cb6ec8b8f79d876c58,scotland,Restore the Burn Nature Restoration Designs,OPEN,True,https://api.publiccontractsscotland.gov.uk/v1/Notice?id=ocds-r6ebe6-0000842781,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_9267eab8b00aa727afd6,ted,Framework agreement for Nuklær security consultancy services,OPEN,True,https://ted.europa.eu/en/notice/-/detail/640460-2026,"Specialist advice on physical assets, radiation safety or agricultural production without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_92d5007efb87351b257a,find_tender,CSP26751 - Delegates for International Energy Agency Technology Collaboration Programme,OPEN,True,https://www.find-tender.service.gov.uk/Notice/088804-2026,"Industry representation and liaison rather than delivery of a digital system without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_93c58cec664192340036,spain,"Suministro de materiales y maquinaria necesarios para la ejecución del proyecto ""Rehabilitación del cerramiento en CEIP El Parque"" de Palma del Río, incluida en el programa para el Fomento del empleo Agrario (PFEA 2025)",CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=2P4Wd8lOYVKIzo3LHNPGcQ%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_93f098852c2e216c7a14,contracts_finder,Artificial Intelligence Safety Institute - Legal Services,AWARDED,False,https://www.contractsfinder.service.gov.uk/Notice/adf73bd5-9ef4-4809-92bc-44b1d5a48644,"Legal representation or insurance services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_968e5cb66c88f4b6bbe8,germany,Procurement of a Universal Robots cobot (UR10e or UR12e) for automated GMA welding with no-code programming capability and integration of existing welding power sources,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25827760,"Specialist physical equipment or consumables without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_9c8442144417e6e8e20c,germany,VMD 4. Construction Section Lot 01 Scaffolding,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25803148,"Physical construction, refurbishment, engineering or ecological works without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_9f4b9da205471ce4e2bc,ted,"Procurement of consultancy services for nuclear security, including handling used fuel, radiation protection and risk assessment.",OPEN,True,https://ted.europa.eu/en/notice/-/detail/590970-2026,"Specialist advice on physical assets, radiation safety or agricultural production without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_a44c32198033a861a13e,germany,Coaching von Bedarfsgemeinsch.,AWARDED,False,https://oeffentlichevergabe.de/ui/de/notices/026908e8-0d30-4ae9-ad52-faac212f1916,
removed_candidates,sig_a56d62fb8de0a66a8594,find_tender,Asset Valuations & Associated Services,FUTURE,True,https://www.find-tender.service.gov.uk/Notice/084998-2026,"Property appraisal services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_aa11c51ff6bbe9e56329,ted,Management of research panel and implementation of survey studies,OPEN,True,https://ted.europa.eu/en/notice/-/detail/615576-2026,"Execution of surveys or market research without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_aadc0d100048a51fcf8d,grants,Rapid Response Team (RRT) Cooperative Agreement,FUTURE,True,https://www.grants.gov/search-results-detail/342810,
removed_candidates,sig_aae0233f3e4a0d86fb0a,ted,"Access service for copyright years 2026, 2027, 2028 of the following eBook Subject Collections from the publisher Springer Nature: Computer Science, Earth and Environmental Science, Engineering, Intelligent Technologies and Robotics, Mathematics and Statistics, Physics and Astronomy, Business & Management, Economics and Finance, Artificial Intelligence.",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/699044-2025,"Access to published books or journals rather than delivery of a digital system without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_ab35fca4407166902b0c,find_tender,Public Affairs (PA) and Public Relations (PR) Consultancy Service Framework,FUTURE,True,https://www.find-tender.service.gov.uk/Notice/055812-2025,"Creative, advertising or public relations services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_acba5226dcbe03a1e737,ted,Procurement of the expansion of the server infrastructure of the distributed environment of the Government of Navarre.,OPEN,True,https://ted.europa.eu/en/notice/-/detail/644014-2026,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_ad485e8b4fc9f00d4ab9,spain,Suministro de un coche patrulla para la Policía Local de Palma del Río (Córdoba),CLOSED,False,https://contrataciondelestado.es/wps/poc?idEvl=vxz2mNu8GPzIGlsa0Wad%2Bw%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_ada8227a105b1e453244,spain,"Comprehensive and recurring legal advisory service for Sociedad de Proyectos para la Transformación Digital, S.A., including Legal Counsel",OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=dMuIGtHdJl2cCF8sV%2BqtYA%3D%3D&uri=deeplink%3Adetalle_licitacion,"Legal representation or insurance services without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_ae79420d8677bce6a845,germany,Supply of IT equipment,OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/25801282,"Physical IT, printing or compute capacity supply without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_afdbecf674c117d74262,find_tender,Wastewater Testing,FUTURE,True,https://www.find-tender.service.gov.uk/Notice/087294-2026,"Physical plant efficiency testing or wastewater sampling without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_b0b415f74844285a2c44,find_tender,Construction Consultancy Framework; 2027 - 2031,FUTURE,True,https://www.find-tender.service.gov.uk/Notice/085437-2026,"Engineering or surveying advice for physical infrastructure without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_b0cfd40c2f613450f40f,find_tender,Environmental Surveys,OPEN,True,https://www.find-tender.service.gov.uk/Notice/086761-2026,"Physical field surveys or sampling without a separately stated business-application, Salesforce or AI delivery scope."
removed_candidates,sig_b0f575cd37454c9275f8,spain,Apoyo a la formación de los alumnos del XLIX Curso para la obtención del DIPLOMA DE INFORMÁTICA MILITAR (DIM).,AWARDED,False,https://contrataciondelestado.es/wps/poc?idEvl=dyPN%2Fn27RP3mnwcj%2BxbdTg%3D%3D&uri=deeplink%3Adetalle_licitacion,
removed_candidates,sig_b181fba2bdd78894f01d,germany,"Energy business trip programme within the framework of the Federal Ministry for Economic Affairs and Energy's (BMWE) 2027 Energy Export Initiative, 2 tranche",OPEN,True,https://oeffentlichevergabe.de/ui/de/notices/07663b5e-abfe-49a3-a563-ee4573f04ec7,"Business promotion or partnership development consultancy without a separately stated business-application, Salesforce or AI delivery scope."
